0, -2.04719185082729
1, -2.04719185082729
2, -2.144933339063475
3, -3.544444487292791
4, -3.544444487292791
5, -3.544444487292791
6, -3.544444487292791
7, -3.544444487292791
8, -3.544444487292791
9, -3.544444487292791
10, -3.544444487292791
11, -3.544444487292791
12, -3.544444487292791
13, -3.544444487292791
14, -3.544444487292791
15, -3.544444487292791
16, -3.544444487292791
17, -3.544444487292791
18, -3.544444487292791
19, -3.544444487292791
20, -3.544444487292791
21, -3.544444487292791
22, -3.544444487292791
23, -3.544444487292791
24, -3.544444487292791
25, -3.544444487292791
26, -3.544444487292791
27, -3.544444487292791
28, -3.544444487292791
29, -3.544444487292791
30, -3.544444487292791
31, -3.544444487292791
32, -3.544444487292791
33, -3.9623138139668916
34, -3.9623138139668916
35, -3.9623138139668916
36, -3.9623138139668916
37, -3.9623138139668916
38, -3.9623138139668916
39, -3.9623138139668916
40, -3.9623138139668916
41, -3.9623138139668916
42, -3.9623138139668916
43, -3.9623138139668916
44, -3.9623138139668916
45, -3.9623138139668916
46, -3.9623138139668916
47, -3.9623138139668916
48, -3.9623138139668916
49, -3.9623138139668916
50, -3.9623138139668916
51, -3.9623138139668916
52, -3.9623138139668916
53, -3.9623138139668916
54, -3.9623138139668916
55, -3.9623138139668916
56, -3.9623138139668916
57, -3.9623138139668916
58, -3.9623138139668916
59, -3.9623138139668916
60, -3.9623138139668916
61, -3.9623138139668916
62, -3.9623138139668916
63, -3.9623138139668916
64, -3.9623138139668916
65, -3.9623138139668916
66, -3.9623138139668916
67, -3.9623138139668916
68, -3.9623138139668916
69, -3.9623138139668916
70, -3.9623138139668916
71, -3.9623138139668916
72, -3.9623138139668916
73, -3.9623138139668916
74, -3.9623138139668916
75, -3.9623138139668916
76, -3.9623138139668916
77, -3.9623138139668916
78, -3.9623138139668916
79, -3.9623138139668916
80, -3.9623138139668916
81, -3.9623138139668916
82, -3.9623138139668916
83, -3.9623138139668916
84, -3.9623138139668916
85, -3.9623138139668916
86, -3.9623138139668916
87, -4.346532560379033
88, -4.346532560379033
89, -4.346532560379033
90, -4.346532560379033
91, -4.346532560379033
92, -4.346532560379033
93, -4.346532560379033
94, -4.346532560379033
95, -4.346532560379033
96, -4.346532560379033
97, -4.346532560379033
98, -4.346532560379033
99, -4.346532560379033
100, -4.346532560379033
101, -4.346532560379033
102, -4.346532560379033
103, -4.346532560379033
104, -4.346532560379033
105, -4.346532560379033
106, -4.346532560379033
107, -4.346532560379033
108, -4.568490955918918
109, -4.568490955918918
110, -4.568490955918918
111, -4.568490955918918
112, -4.568490955918918
113, -4.568490955918918
114, -4.568490955918918
115, -4.568490955918918
116, -4.568490955918918
117, -4.568490955918918
118, -4.568490955918918
119, -4.568490955918918
120, -4.568490955918918
121, -4.568490955918918
122, -4.568490955918918
123, -4.568490955918918
124, -4.568490955918918
125, -4.568490955918918
126, -4.568490955918918
127, -4.568490955918918
128, -4.568490955918918
129, -4.568490955918918
130, -4.568490955918918
131, -4.568490955918918
132, -4.568490955918918
133, -4.568490955918918
134, -4.568490955918918
135, -4.568490955918918
136, -4.568490955918918
137, -4.568490955918918
138, -4.568490955918918
139, -4.568490955918918
140, -4.568490955918918
141, -4.568490955918918
142, -4.568490955918918
143, -4.568490955918918
144, -4.568490955918918
145, -4.568490955918918
146, -4.568490955918918
147, -4.568490955918918
148, -4.568490955918918
149, -4.568490955918918
150, -4.568490955918918
151, -4.568490955918918
152, -4.568490955918918
153, -4.568490955918918
154, -4.568490955918918
155, -4.568490955918918
156, -4.568490955918918
157, -4.568490955918918
158, -4.568490955918918
159, -4.568490955918918
160, -4.568490955918918
161, -4.568490955918918
162, -4.568490955918918
163, -4.568490955918918
164, -4.568490955918918
165, -4.568490955918918
166, -4.568490955918918
167, -4.568490955918918
168, -4.568490955918918
169, -4.568490955918918
170, -4.568490955918918
171, -4.568490955918918
172, -4.568490955918918
173, -4.568490955918918
174, -4.568490955918918
175, -4.568490955918918
176, -4.568490955918918
177, -4.568490955918918
178, -4.568490955918918
179, -4.568490955918918
180, -4.568490955918918
181, -4.568490955918918
182, -4.568490955918918
183, -4.568490955918918
184, -4.568490955918918
185, -4.568490955918918
186, -4.568490955918918
187, -4.568490955918918
188, -4.568490955918918
189, -4.568490955918918
190, -4.568490955918918
191, -4.568490955918918
192, -4.568490955918918
193, -4.568490955918918
